央视频道,#genre#
临沧新闻综合频道,http://154.12.36.187:656/index.php?token=7777&id=lcxwzhpd
昭通综合频道,http://154.12.36.187:656/index.php?token=7777&id=ztzhpd
大理新闻综合频道,http://154.12.36.187:656/index.php?token=7777&id=dlxwzhpd
丽江新闻综合频道,http://154.12.36.187:656/index.php?token=7777&id=ljxwzhpd
怒江新闻综合频道,http://154.12.36.187:656/index.php?token=7777&id=njxwzhpd
保山综合频道,http://154.12.36.187:656/index.php?token=7777&id=bszhpd
曲靖综合频道,http://154.12.36.187:656/index.php?token=7777&id=qjzhpd

河南频道,#genre#

河南都市,http://154.12.36.187:656/index.php?token=7777&id=hnds
河南民生,http://154.12.36.187:656/index.php?token=7777&id=hnms
河南法治,http://154.12.36.187:656/index.php?token=7777&id=hmfz
河南电视剧,http://154.12.36.187:656/index.php?token=7777&id=hndsj
河南新闻,http://154.12.36.187:656/index.php?token=7777&id=hnxw
欢腾购物,http://154.12.36.187:656/index.php?token=7777&id=htgw
河南公共,http://154.12.36.187:656/index.php?token=7777&id=hngg
河南乡村,http://154.12.36.187:656/index.php?token=7777&id=hnxc
河南国际,http://154.12.36.187:656/index.php?token=7777&id=hngj
河南梨园,http://154.12.36.187:656/index.php?token=7777&id=hnly
文物宝库,http://154.12.36.187:656/index.php?token=7777&id=wwbk
武术世界,http://154.12.36.187:656/index.php?token=7777&id=wspd
晴彩中原,http://154.12.36.187:656/index.php?token=7777&id=jczy
移动戏曲,http://154.12.36.187:656/index.php?token=7777&id=ydxj
象视界,http://154.12.36.187:656/index.php?token=7777&id=xsj
国学频道,http://154.12.36.187:656/index.php?token=7777&id=gxpd

内蒙频道,#genre#

内蒙古新闻综合,http://154.12.36.187:656/index.php?token=7777&id=nmxwzh
内蒙古经济生活,http://154.12.36.187:656/index.php?token=7777&id=nmjjsh
内蒙古少儿频道,http://154.12.36.187:656/index.php?token=7777&id=nmse
内蒙古文体娱乐,http://154.12.36.187:656/index.php?token=7777&id=nmwtyl
内蒙古农牧频道,http://154.12.36.187:656/index.php?token=7777&id=nmnm
内蒙古蒙古语文化,http://154.12.36.187:656/index.php?token=7777&id=nmwh
呼和浩特新闻综合,http://154.12.36.187:656/index.php?token=7777&id=hhht1
锡林郭勒,http://154.12.36.187:656/index.php?token=7777&id=xlgl1
阿拉善新闻综合,http://154.12.36.187:656/index.php?token=7777&id=als1
巴彦淖尔,http://154.12.36.187:656/index.php?token=7777&id=byle1
鄂尔多斯,http://154.12.36.187:656/index.php?token=7777&id=erds1
赤峰新闻综合,http://154.12.36.187:656/index.php?token=7777&id=cf1
通辽新闻综合,http://154.12.36.187:656/index.php?token=7777&id=tl1
乌兰察布,http://154.12.36.187:656/index.php?token=7777&id=wlcb1
乌海新闻,http://154.12.36.187:656/index.php?token=7777&id=wh1
呼伦贝尔新闻综合,http://154.12.36.187:656/index.php?token=7777&id=hlbe1
兴安新闻综合,http://154.12.36.187:656/index.php?token=7777&id=xa1
包头新闻,http://154.12.36.187:656/index.php?token=7777&id=bt1

新疆频道,#genre#

新疆维语新闻综合,http://154.12.36.187:656/index.php?token=7777&id=xjwyzh
新疆哈语新闻综合,http://154.12.36.187:656/index.php?token=7777&id=xjhyzh
新疆综艺,http://154.12.36.187:656/index.php?token=7777&id=xjzy
新疆维语影视,http://154.12.36.187:656/index.php?token=7777&id=xjwyys
新疆经济生活,http://154.12.36.187:656/index.php?token=7777&id=xjjjsh
新疆哈语综艺,http://154.12.36.187:656/index.php?token=7777&id=xjhyzy
新疆维语经济生活,http://154.12.36.187:656/index.php?token=7777&id=xjwyjj
新疆体育健康,http://154.12.36.187:656/index.php?token=7777&id=xjty
新疆信息服务,http://154.12.36.187:656/index.php?token=7777&id=xjxxfw
新疆少儿频道,http://154.12.36.187:656/index.php?token=7777&id=xjse

广州频道,#genre#

广州综合,http://154.12.36.187:656/index.php?token=7777&id=gzzh
河源综合,http://154.12.36.187:656/index.php?token=7777&id=hyzh
中山综合,http://154.12.36.187:656/index.php?token=7777&id=zszh

东北频道,#genre#

吉林都市频道,http://154.12.36.187:656/index.php?token=7777&id=jldspd
吉林生活频道,http://154.12.36.187:656/index.php?token=7777&id=jlshpd
吉林影视频道,http://154.12.36.187:656/index.php?token=7777&id=jlyspd
吉林乡村频道,http://154.12.36.187:656/index.php?token=7777&id=jlxcpd
吉林综艺文化频道,http://154.12.36.187:656/index.php?token=7777&id=jlzywhpd

长春综合频道,http://154.12.36.187:656/index.php?token=7777&id=cczhpd
吉林新闻综合频道,http://154.12.36.187:656/index.php?token=7777&id=jlxwzhpd
四平新闻综合频道,http://154.12.36.187:656/index.php?token=7777&id=spxwzhpd
辽源新闻综合频道,http://154.12.36.187:656/index.php?token=7777&id=lyxwzhpd
白城新闻综合频道,http://154.12.36.187:656/index.php?token=7777&id=bcxwzhpd
通化新闻综合频道,http://154.12.36.187:656/index.php?token=7777&id=thxwzhpd
白山新闻综合频道,http://154.12.36.187:656/index.php?token=7777&id=bsxwzhpd

黑龙江文体频道,http://154.12.36.187:656/index.php?token=7777&id=hljwtpd
黑龙江影视频道,http://154.12.36.187:656/index.php?token=7777&id=hljyspd
黑龙江新闻法治频道,http://154.12.36.187:656/index.php?token=7777&id=hljxwfzpd
黑龙江都市频道,http://154.12.36.187:656/index.php?token=7777&id=hljdspd
黑龙江农业・科教频道,http://154.12.36.187:656/index.php?token=7777&id=hljnykjpd
七台河新闻综合频道,http://154.12.36.187:656/index.php?token=7777&id=qthxwzhpd

江苏频道,#genre#

南京新闻综合频道,http://154.12.36.187:656/index.php?token=7777&id=njxwzhpd
南京教科频道,http://154.12.36.187:656/index.php?token=7777&id=njjkpd
南京十八频道,http://154.12.36.187:656/index.php?token=7777&id=nj18pd
体育休闲频道,http://154.12.36.187:656/index.php?token=7777&id=tyxxpd
江苏城市频道,http://154.12.36.187:656/index.php?token=7777&id=jscspd
江苏国际,http://154.12.36.187:656/index.php?token=7777&id=jsgj
江苏影视频道,http://154.12.36.187:656/index.php?token=7777&id=jsyspd
江苏综艺频道,http://154.12.36.187:656/index.php?token=7777&id=jszypd
公共新闻频道,http://154.12.36.187:656/index.php?token=7777&id=ggxwpd
盐城新闻综合,http://154.12.36.187:656/index.php?token=7777&id=ycxwzh
淮安新闻综合,http://154.12.36.187:656/index.php?token=7777&id=haxwzh
泰州新闻综合,http://154.12.36.187:656/index.php?token=7777&id=qzxwzh
连云港新闻综合,http://154.12.36.187:656/index.php?token=7777&id=lygxwzh
宿迁新闻综合,http://154.12.36.187:656/index.php?token=7777&id=sqxwzh
徐州新闻综合,http://154.12.36.187:656/index.php?token=7777&id=xzxwzh
江阴新闻综合,http://154.12.36.187:656/index.php?token=7777&id=jyxwzh
南通新闻综合,http://154.12.36.187:656/index.php?token=7777&id=ntxwzh
宜兴新闻综合,http://154.12.36.187:656/index.php?token=7777&id=yxxwzh
溧水新闻综合,http://154.12.36.187:656/index.php?token=7777&id=lsxwzh
